id,title,collection,volume,source_volume_url,local_text_path,original_text_link,story_dynasty,story_type_primary,story_type_secondary,female_centrality,female_perspective,female_figures,female_agency,ending_type,moral_evaluation,feminist_angles,evidence_keywords,confidence,text_char_count
xzby-v10-009,僵屍,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-009/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-009/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,女性欲望与婚恋自主,鬼|救,低,515
xzby-v10-010,申氏自拶,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-010/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-010/source.txt,未明,伦理/报应,,无,无明显女性视角,无显著女性形象,无,报应惩戒,因果报应,女性欲望与婚恋自主|妻妾/婢妾与阶层|婚姻/婚配制度|父权家族/宗法,,中,345
xzby-v10-011,雁宕仙女,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-011/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-011/source.txt,未明,仙神/龙女,,核心,男性转述/旁观,神女/仙女/龙女,低,惊悚收束,道德暧昧/同情越界,父权家族/宗法|妻妾/婢妾与阶层|婚姻/婚配制度|神怪作为女性出口,仙女|女|妾|神女/仙女/龙女,高,448
xzby-v10-012,生魂入胎孕婦方產,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-012/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-012/source.txt,未明,鬼魂/冥府,,边缘,男性转述/旁观,妻妾/已婚女性,低,悲剧/消散,弱评价/异闻观照,照护劳动/生育责任,魂|婦|死|歿,中,240
xzby-v10-013,女化男,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-013/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-013/source.txt,清,公案/申冤,,关键,男性转述/旁观,性别越界者,高,悲剧/消散,弱评价/异闻观照,婚姻/婚配制度|父权家族/宗法|性别越界/性别流动,女|死|嫁|婿,高,401
xzby-v10-014,人化鼠行竊,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-014/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-014/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,逃,低,646
xzby-v10-015,唱歌犬,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-015/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-015/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,婚姻/婚配制度|家庭暴力与虐待|贞节规训,鬼|魂|殺|死|節,高,587
xzby-v10-016,韓鐵棍,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-016/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-016/source.txt,未明,妖怪/精魅,术法/道术,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,照护劳动/生育责任|父权家族/宗法,,低,993
xzby-v10-017,認鬼作妹,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-017/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-017/source.txt,未明,鬼魂/冥府,,关键,女性经验可见,无显著女性形象,低,悲剧/消散,弱评价/异闻观照,女性欲望与婚恋自主|婚姻/婚配制度|家庭暴力与虐待|父权家族/宗法,鬼|妹|縊|死|婿,高,438
xzby-v10-018,蟒過嶺,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-018/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-018/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,,低,350
xzby-v10-019,食猴怪物名石掬,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-019/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-019/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,照护劳动/生育责任,死,低,444
xzby-v10-020,鐵牛法,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-020/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-020/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,女性欲望与婚恋自主,救|死,低,249
xzby-v10-021,妖術二則,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-021/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-021/source.txt,未明,术法/道术,妖怪/精魅,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,无明显女性主义切口,死,低,370
xzby-v10-022,種蟹,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-022/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-022/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,照护劳动/生育责任,,低,169
xzby-v10-023,扯雞嗉救溺死人法,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-023/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-023/source.txt,清,术法/道术,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,家庭暴力与虐待|父权家族/宗法,,低,189
xzby-v10-024,鳥獸不可與同群,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-024/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-024/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,礼教惩戒,女性欲望与婚恋自主|家庭暴力与虐待|男性凝视与欲望投射,殺,中,267
xzby-v10-025,拘蛇,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-025/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-025/source.txt,未明,妖怪/精魅,术法/道术,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,,低,410
xzby-v10-026,金香一枝,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-026/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-026/source.txt,未明,仙神/龙女,术法/道术,关键,男性转述/旁观,神女/仙女/龙女,低,报应惩戒,因果报应,妻妾/婢妾与阶层|照护劳动/生育责任|神怪作为女性出口,死|神女/仙女/龙女,中,278
xzby-v10-027,小僮遇女鬼,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-027/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-027/source.txt,未明,鬼魂/冥府,,核心,男性转述/旁观,女鬼/冤魂,低,超脱成仙,弱评价/异闻观照,女体妖魔化/他者化|妻妾/婢妾与阶层|婚姻/婚配制度|父权家族/宗法,鬼|女鬼|女|女鬼/冤魂,高,373
xzby-v10-028,懷慶水災投匾水息,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-028/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-028/source.txt,未明,公案/申冤,,无,无明显女性视角,无显著女性形象,无,婚恋团圆,弱评价/异闻观照,父权家族/宗法,,低,313
xzby-v10-029,三王神請醫治臂,续子不语,续子不语·卷10,https://zh.wikisource.org/zh-hans/%E7%BA%8C%E5%AD%90%E4%B8%8D%E8%AA%9E/10,stories/xzby-v10-029/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/xzby-v10-029/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,超脱成仙,弱评价/异闻观照,无明显女性主义切口,死,低,191
zby-v01-001,李通判,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-001/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-001/source.txt,未明,术法/道术,鬼魂/冥府,无,无明显女性视角,无显著女性形象,无,婚恋团圆,弱评价/异闻观照,妻妾/婢妾与阶层|婚姻/婚配制度|家庭暴力与虐待,死|妾,中,980
zby-v01-002,蔡書生,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-002/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-002/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,女性欲望与婚恋自主|父权家族/宗法,,低,178
zby-v01-003,南昌士人,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-003/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-003/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,惊悚收束,礼教惩戒,婚姻/婚配制度|父权家族/宗法,鬼|魂|妻,中,601
zby-v01-004,曾虛舟,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-004/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-004/source.txt,清,杂志异闻,,无,无明显女性视角,无显著女性形象,无,婚恋团圆,弱评价/异闻观照,无明显女性主义切口,,低,223
zby-v01-005,鍾孝廉,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-005/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-005/source.txt,未明,伦理/报应,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,父权家族/宗法|女性欲望与婚恋自主|妻妾/婢妾与阶层|男性凝视与欲望投射,死,中,486
zby-v01-006,南山頑石,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-006/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-006/source.txt,未明,仙神/龙女,鬼魂/冥府,边缘,男性凝视主导,神女/仙女/龙女,低,惊悚收束,礼教惩戒,女性欲望与婚恋自主|妻妾/婢妾与阶层|父权家族/宗法|男性凝视与欲望投射,神女/仙女/龙女,中,1014
zby-v01-007,酆都知縣,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-007/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-007/source.txt,清,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,无明显女性主义切口,鬼|救|死,低,863
zby-v01-008,骷髏報仇,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-008/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-008/source.txt,未明,伦理/报应,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,礼教惩戒,女性复仇/申冤|家庭暴力与虐待,虐|死,中,155
zby-v01-009,骷髏吹氣,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-009/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-009/source.txt,清,杂志异闻,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,女性欲望与婚恋自主,,低,221
zby-v01-010,趙大將軍刺皮臉怪,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-010/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-010/source.txt,未明,妖怪/精魅,,无,无明显女性视角,无显著女性形象,无,惊悚收束,弱评价/异闻观照,家庭暴力与虐待,,低,450
zby-v01-011,狐生員勸人修仙,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-011/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-011/source.txt,未明,仙神/龙女,狐魅叙事,关键,男性转述/旁观,狐女/狐仙|神女/仙女/龙女,低,异闻收束,弱评价/异闻观照,女体妖魔化/他者化|父权家族/宗法|神怪作为女性出口,狐女/狐仙|神女/仙女/龙女,高,426
zby-v01-012,煞神受枷,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-012/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-012/source.txt,未明,仙神/龙女,鬼魂/冥府,边缘,女性经验可见,妻妾/已婚女性,低,悲剧/消散,弱评价/异闻观照,婚姻/婚配制度|女性欲望与婚恋自主|男性凝视与欲望投射,妻,中,358
zby-v01-013,張士貴,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-013/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-013/source.txt,未明,梦幻/异境,,无,无明显女性视角,无显著女性形象,无,超脱成仙,礼教惩戒,婚姻/婚配制度|家庭暴力与虐待,殺|死|妻,中,304
zby-v01-014,杜工部,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-014/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-014/source.txt,清,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,婚姻/婚配制度|妻妾/婢妾与阶层,鬼|魂|死|妾,中,280
zby-v01-015,胡求為鬼球,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-015/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-015/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,异闻收束,弱评价/异闻观照,无明显女性主义切口,鬼,低,178
zby-v01-016,江中三太子,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-016/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-016/source.txt,未明,梦幻/异境,,无,无明显女性视角,无显著女性形象,无,报应惩戒,因果报应,父权家族/宗法|婚姻/婚配制度,救|婿,中,165
zby-v01-017,田烈妻,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-017/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-017/source.txt,未明,伦理/报应,,关键,女性经验可见,妻妾/已婚女性|烈女/侠女,低,超脱成仙,礼教嘉奖,婚姻/婚配制度|家庭暴力与虐待|贞节规训|女性复仇/申冤,妻|逼|縊|死|寡居|嫁|節|烈,高,319
zby-v01-018,鬼著衣受網,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-018/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-018/source.txt,未明,术法/道术,鬼魂/冥府,关键,男性转述/旁观,妻妾/已婚女性|女鬼/冤魂,中,异闻收束,弱评价/异闻观照,婚姻/婚配制度|女体妖魔化/他者化|神怪作为女性出口,逃|妻|妻妾/已婚女性|女鬼/冤魂,高,411
zby-v01-019,阿龍,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-019/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-019/source.txt,未明,妖怪/精魅,,边缘,男性转述/旁观,巫妪/婆子,中,惊悚收束,弱评价/异闻观照,妻妾/婢妾与阶层,救,低,447
zby-v01-020,大樂上人,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-020/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-020/source.txt,未明,术法/道术,,无,无明显女性视角,无显著女性形象,无,报应惩戒,因果报应,照护劳动/生育责任,死,低,322
zby-v01-021,山西王二,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-021/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-021/source.txt,清,伦理/报应,,边缘,女性经验可见,巫妪/婆子,高,伸冤昭雪,弱评价/异闻观照,女性欲望与婚恋自主|女性复仇/申冤|家庭暴力与虐待,訴冤|逃,中,474
zby-v01-022,大福未享,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-022/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-022/source.txt,未明,鬼魂/冥府,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,礼教惩戒,父权家族/宗法|女性欲望与婚恋自主|妻妾/婢妾与阶层|婚姻/婚配制度,城隍|死|妻,中,391
zby-v01-023,觀音堂,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-023/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-023/source.txt,未明,仙神/龙女,,边缘,男性凝视主导,母亲/婆妪,中,异闻收束,弱评价/异闻观照,妻妾/婢妾与阶层|婚姻/婚配制度|照护劳动/生育责任|父权家族/宗法,救,中,304
zby-v01-024,常格訴冤,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-024/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-024/source.txt,清,公案/申冤,,无,无明显女性视角,无显著女性形象,无,悲剧/消散,弱评价/异闻观照,父权家族/宗法|女性复仇/申冤|家庭暴力与虐待,殺|死,中,264
zby-v01-025,蒲州鹽梟,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-025/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-025/source.txt,未明,仙神/龙女,,无,无明显女性视角,无显著女性形象,无,异闻收束,礼教惩戒,婚姻/婚配制度,妻,低,259
zby-v01-026,靈璧女借屍還魂,子不语,子不语·卷1,https://zh.wikisource.org/zh-hans/%E5%AD%90%E4%B8%8D%E8%AA%9E/%E5%8D%B71,stories/zby-v01-026/source.txt,file:///Users/gsdata/waoowaoo-main/materials/zhiguai/stories/zby-v01-026/source.txt,清,鬼魂/冥府,,关键,男性凝视主导,无显著女性形象,中,悲剧/消散,弱评价/异闻观照,婚姻/婚配制度|父权家族/宗法|女性互助/代际支持|女性欲望与婚恋自主,魂|女|拒|嫁,高,214
